bv_id,page,tyc2_id,label,ra_deg,de_deg,x,y,z,vt_mag,bt_mag,bv_color,gl_deg,gb_deg,gx,gy,gz,hip,plx_mas,e_plx_mas,dist_pc,dist_ly,dist_ly_naive,dist_quality,px_ly,py_ly,pz_ly,gx_ly,gy_ly,gz_ly,uid,date,n_view,link,src_x,src_y,src_prox,cid,title,part,token_row
BV1FG4y1e7xi,1,TYC 7914-914-1,85,279.89649914,-43.1858789,0.125316035,-0.718287631,-0.684367424,5.621,7.552,1.931,352.234358,-16.171721,0.951623194,-0.129774859,-0.278517115,91494,5.1,0.3,195.007,636.027,639.522,good,79.7044,-456.8506,-435.2764,605.2584,-82.5404,-177.1445,3334365,2022-08-07,36641,//player.bilibili.com/player.html?isOutside=true&aid=814352846&bvid=BV1FG4y1e7xi&cid=796542717&p=1,0.12495601,-0.7183509,999,796542717,【星尘Infinity原创曲】夏云【Kevinz/某只泽】,【星尘Infinity原创曲】夏云【Kevinz/某只泽】,844
BV1CG411t7wi,1,TYC 2624-2539-1,12,278.2081527,30.55420683,0.122945987,-0.852326929,0.508353312,5.454,5.363,-0.091,59.037471,17.094623,0.49174809,0.819619942,0.293950619,90923,9.12,0.24,109.647,357.622,357.628,good,43.9682,-304.8109,181.7984,175.86,293.1142,105.1232,218755564,2022-08-12,10353,//player.bilibili.com/player.html?isOutside=true&aid=429493420&bvid=BV1CG411t7wi&cid=801085114&p=1,0.122582436,-0.85239905,999,801085114,【原创英文填词】𝓞𝓷𝓵𝔂 𝓦𝓲𝓼𝓱【原创PV】【星尘2022诞生日】,【原创英文填词】𝓞𝓷𝓵𝔂 𝓦𝓲𝓼𝓱【原创PV】【星尘2022诞生日】,845
BV1ad4y127Dp,1,TYC 1183-1805-1,47,7.01214503,17.8931235,0.944513365,0.116174892,0.307242408,5.243,7.113,1.87,115.103045,-44.622791,-0.301956795,0.644519548,-0.702436223,2219,6.17,0.59,160.671,524.04,528.616,good,494.9624,60.8802,161.0072,-158.2373,337.7538,-368.1044,302276883,2022-08-11,1462,//player.bilibili.com/player.html?isOutside=true&aid=386681999&bvid=BV1ad4y127Dp&cid=794406152&p=1,0.94473624,0.11616731,999,794406152,【星尘infinity】泪之诗【原PV付】【2022星尘生贺】,【星尘infinity】泪之诗【原PV付】【2022星尘生贺】,846
BV1hd4y1K7Nj,1,TYC 4277-1102-1,16,342.42007037,66.20040964,0.384692094,-0.121883221,0.914962553,3.611,4.837,1.226,111.065146,6.175023,-0.357343789,0.92775804,0.107565959,112724,28.29,0.1,35.349,115.292,115.29,good,44.352,-14.0522,105.4881,-41.199,106.9633,12.4015,2000704,2022-08-12,3841,//player.bilibili.com/player.html?isOutside=true&aid=344424897&bvid=BV1hd4y1K7Nj&cid=800813133&p=1,0.38451183,-0.12189925,999,800813133,【星尘2022诞生日】Last Stardust【原创PV付】,【星尘infinity】Last Stardust【原创PV付】,847
BV18e4y1D76v,1,TYC 7528-954-1,10,7.6159379,-40.93958309,0.748737349,0.100114883,-0.655262843,6.211,6.554,0.343,318.969134,-75.528868,0.188507674,-0.164045593,-0.96827367,2388,7.72,0.4,129.399,422.045,422.482,good,316.0006,42.253,-276.5502,79.5587,-69.2346,-408.6547,290354446,2022-08-12,4354,//player.bilibili.com/player.html?isOutside=true&aid=556652287&bvid=BV18e4y1D76v&cid=795946362&p=1,0.7488195,0.10011077,999,795946362,【星尘/原创曲】微雨，彩虹，与我,【星尘/原创曲】微雨，彩虹，与我,848
BV1sB4y167tt,1,TYC 6414-1077-1,21,7.59445861,-23.78771167,0.90701971,0.120932984,-0.403349054,5.18,5.319,0.139,66.872524,-84.191038,0.039753827,0.093077833,-0.99486489,2381,18.83,0.29,53.12,173.253,173.211,good,157.1439,20.952,-69.8814,6.8875,16.126,-172.3633,31228897,2022-08-12,21301,//player.bilibili.com/player.html?isOutside=true&aid=599394490&bvid=BV1sB4y167tt&cid=800881136&p=1,0.9072151,0.120930314,999,800881136,【2022星尘生贺曲】“眷恋着你的光辉”——《星痕》【星尘Infinity&星尘v4】,【2022星尘生贺曲】“眷恋着你的光辉”——《星痕》【星尘Infinity&星尘v4】,849
BV1sB4y1t7Fj,1,TYC 4240-471-1,19,300.36892556,64.82097234,0.215092035,-0.36707148,0.904982843,5.408,7.326,1.918,97.771743,17.381796,-0.129051839,0.945569388,0.298737604,98583,5.55,0.33,179.355,584.976,587.669,good,125.8237,-214.7281,529.3935,-75.4923,553.1356,174.7544,14045507,2022-08-15,30949,//player.bilibili.com/player.html?isOutside=true&aid=601802883&bvid=BV1sB4y1t7Fj&cid=798503997&p=1,0.21479404,-0.36710858,999,798503997,【星尘infinity原创】 因你而铭记的旋律【HB to COP】,【星尘infinity原创】 因你而存在的旋律【HB to COP】,850
BV1ed4y1o7Gg,1,TYC 5702-2676-1,28,277.44482732,-14.58198648,0.125397719,-0.959630004,-0.251765103,6.025,6.015,-0.01,17.513899,-1.921151,0.953107941,0.300767993,-0.033524127,90651,9.54,0.36,104.832,341.915,341.883,good,42.8754,-328.1122,-86.0824,325.8822,102.8372,-11.4624,15607580,2022-08-16,2038,//player.bilibili.com/player.html?isOutside=true&aid=387029861&bvid=BV1ed4y1o7Gg&cid=805326086&p=1,0.12503552,-0.9597094,999,805326086,【星尘原创】もう一度歌わせて【人声本家】,【星尘原创】もう一度歌わせて【人声本家】,851
BV13d4y1o7Gm,1,TYC 3923-873-1,68,285.18107006,55.65830024,0.14772816,-0.544440825,0.825687943,5.608,6.58,0.972,85.830994,20.864705,0.067931406,0.93195152,0.356162447,93340,6.63,0.19,150.733,491.625,491.94,good,72.6269,-267.661,405.9292,33.3968,458.1711,175.0985,108845996,2022-08-12,42277,//player.bilibili.com/player.html?isOutside=true&aid=386988561&bvid=BV13d4y1o7Gm&cid=800566727&p=1,0.14738297,-0.54449046,999,800566727,【星尘Infinity】Infinity【星尘2022诞生日】,【星尘Infinity】Infinity【星尘2022诞生日】,852
BV18S4y1s7sK,1,TYC 6270-2457-1,76,277.54943507,-18.72879433,0.124424786,-0.938839892,-0.321088976,5.742,6.974,1.232,13.875757,-3.922584,0.968543793,0.239255497,-0.068408538,90687,11.09,0.46,90.223,294.27,294.1,good,36.6144,-276.2721,-94.4868,285.0131,70.4056,-20.1306,15817819,2022-08-12,495997,//player.bilibili.com/player.html?isOutside=true&aid=729350257&bvid=BV18S4y1s7sK&cid=799524314&p=1,0.124061465,-0.9389192,999,799524314,【星尘2022诞生日】群星与夜之公主【星尘诞生日6周年✡五维介质】,【星尘2022诞生日】群星与夜之公主【星尘诞生日6周年✡五维介质】new2,853
BV1Cd4y1m7wE,1,TYC 5702-2882-1,25,277.29938875,-14.56581214,0.122970435,-0.960015678,-0.25149189,4.684,4.762,0.078,17.463042,-1.788898,0.953445811,0.299944293,-0.031217082,90595,10.21,0.24,97.954,319.482,319.448,good,39.2869,-306.7078,-80.3472,304.6089,95.8268,-9.9733,24428012,2022-08-12,4174,//player.bilibili.com/player.html?isOutside=true&aid=386911365&bvid=BV1Cd4y1m7wE&cid=801750634&p=1,0.12260723,-0.96009517,999,801750634,【星尘】 TruE -「因你而在的故事」【cover】,【星尘2022诞生日】 TruE -「因你而在的故事」【cover】,854
BV1HT411A7qx,1,TYC 3259-394-1,81,4.42941309,51.4330892,0.62156612,0.048147893,0.781880642,6.082,5.914,-0.168,117.587956,-11.088439,-0.454464177,0.869755028,-0.192323954,1415,1.36,0.44,491.814,1604.084,2398.209,poor,997.044,77.2332,1254.2018,-728.9985,1395.1597,-308.5037,35000888,2022-08-12,7022,//player.bilibili.com/player.html?isOutside=true&aid=471962566&bvid=BV1HT411A7qx&cid=802621232&p=1,0.62155795,0.04814017,999,802621232,【星尘2022诞生日】晨星MoringStar【原创PV付】【Infinity✡Stardust✡Minus】,序列 23,855
BV18T411A7KM,1,TYC 599-1372-1,30,7.08355554,10.1898444,0.976714742,0.121371586,0.17691029,6.083,6.539,0.456,113.618206,-52.263607,-0.245203607,0.56076313,-0.79083494,2235,27.36,0.32,36.556,119.231,119.209,good,116.4545,14.4712,21.0932,-29.2358,66.8603,-94.2919,15357612,2022-08-12,6148,//player.bilibili.com/player.html?isOutside=true&aid=471993787&bvid=BV18T411A7KM&cid=800449352&p=1,0.9769583,0.121367335,999,800449352,【星尘Infinity原创曲】黑噪【星尘2022诞生日】,【星尘Infinity原创曲】黑噪【2022星尘诞生日】,856
BV1hg411y7T6,1,TYC 9098-1918-1,16,302.18170173,-66.18206983,0.215083137,-0.341788251,-0.914833337,3.616,4.476,0.86,329.767343,-32.416461,0.72935613,-0.425052112,-0.53606934,99240,163.71,0.17,6.108,19.923,19.923,good,4.2851,-6.8094,-18.2261,14.5309,-8.4683,-10.68,15607580,2022-08-10,9853,//player.bilibili.com/player.html?isOutside=true&aid=514269334&bvid=BV1hg411y7T6&cid=799019708&p=1,0.21476626,-0.3418854,999,799019708,【星尘原创】もう一度歌わせて,【星尘原创】もう一度歌わせて,857
BV1AT411A75z,1,TYC 4245-1794-1,82,304.38055402,66.85368503,0.221967435,-0.324411401,0.919504052,5.986,6.63,0.644,100.461256,16.914452,-0.173715895,0.940837206,0.290943534,100017,56.92,0.24,17.569,57.303,57.301,good,12.7193,-18.5896,52.6899,-9.9544,53.9124,16.6718,108845996,2022-08-12,210587,//player.bilibili.com/player.html?isOutside=true&aid=471900541&bvid=BV1AT411A75z&cid=800203080&p=1,0.22166526,-0.32446557,999,800203080,你这说唱太假了？虚拟拽姐，谁敢与我为敌？（英雄联盟双城之战/Cover.梦龙乐队）,谁敢与我为敌？【星尘Infinity】Enemy（英雄联盟双城之战/Cover.梦龙乐队）,858
BV1zU4y1v76c,1,TYC 2106-2025-1,93,277.39879736,23.86619948,0.117763611,-0.906878611,0.40460217,5.847,5.743,-0.104,52.322211,15.185429,0.589878374,0.763825225,0.261943753,90637,2.66,0.29,357.396,1165.668,1226.152,good,137.2733,-1057.1198,471.632,687.6026,890.367,305.3396,365743248,2022-08-10,110808,//player.bilibili.com/player.html?isOutside=true&aid=686461460&bvid=BV1zU4y1v76c&cid=967586192&p=1,0.11739671,-0.9069543,999,967586192,【星尘infinity原创曲】破晓【四一×槃清】,【星尘infinity原创曲】破晓【四一×槃清】,859
BV1Hg411k71v,1,TYC 2795-2706-1,52,7.05689848,44.39445759,0.709127455,0.087784818,0.699594224,5.177,5.22,0.043,118.568614,-18.280564,-0.454076464,0.833921737,-0.31367037,2225,11.54,0.28,86.676,282.698,282.631,good,200.4689,24.8166,197.7739,-128.3665,235.748,-88.674,272904686,2022-08-12,439,//player.bilibili.com/player.html?isOutside=true&aid=514410189&bvid=BV1Hg411k71v&cid=800681691&p=1,0.7091819,0.0877763,999,800681691,【812星尘生贺】演绎经典英文歌《Last Christmas》【Cover：Hilary Duff】【SynthV Cover】,【812星尘生贺】演绎经典英文歌《Last Christmas》【Cover：Hilary Duff】【SynthV Cover】,860
BV1Ed4y1m7s9,1,TYC 8385-1360-1,66,281.48331066,-50.87271686,0.125630064,-0.618413474,-0.775746003,6.221,6.128,-0.093,345.067658,-19.891463,0.908584325,-0.242304855,-0.340239448,92072,2.68,0.53,327.642,1068.625,1217.001,good,134.2515,-660.8524,-828.982,970.9364,-258.9331,-363.5885,35000888,2022-08-11,9511,//player.bilibili.com/player.html?isOutside=true&aid=386795207&bvid=BV1Ed4y1m7s9&cid=810325142&p=1,0.12526882,-0.61846924,999,810325142,【星尘2022诞生日】平静【原创PV付】,平静,861
BV1y14y1b7vj,1,TYC 5268-27-1,5,7.46623747,-14.86411202,0.958342265,0.12559369,-0.25652744,6.177,6.586,0.409,99.585103,-76.747845,-0.038170798,0.226036711,-0.973370636,2337,23.39,0.39,42.768,139.49,139.443,good,133.6788,17.519,-35.7829,-5.3244,31.5298,-135.7751,440424568,2022-08-12,1309,//player.bilibili.com/player.html?isOutside=true&aid=771979147&bvid=BV1y14y1b7vj&cid=800834342&p=1,0.95857537,0.12558544,999,800834342,【星尘Infinity】下个，路口，见【星尘2022诞生日】,【星尘Infinity】下个，路口，见【星尘2022诞生日】,862
BV1fW4y1a7DN,1,TYC 445-2136-1,7,276.99488585,6.19410491,0.121069802,-0.986762548,0.107897068,5.693,5.66,-0.033,35.809335,8.025018,0.803026856,0.579360144,0.139605491,90497,4.61,0.34,214.656,700.114,707.498,good,84.7627,-690.8466,75.5403,562.2106,405.6183,97.7398,382441421,2022-08-08,157,//player.bilibili.com/player.html?isOutside=true&aid=941817360&bvid=BV1fW4y1a7DN&cid=796751883&p=1,0.120705366,-0.9868438,999,796751883,【星尘infinity/翻调】此间花火（翻自：星葵）献给夏日的你,【星尘infinity/翻调】此间花火（翻自：星葵）献给夏日的你,863
BV1Dr4y157uC,1,TYC 6270-676-1,7,276.98533012,-17.80035603,0.115793185,-0.945060158,-0.305701221,6.181,6.179,-0.002,14.453745,-3.019196,0.967005333,0.24925188,-0.052670536,90494,5.38,0.43,184.242,600.918,606.239,good,69.5822,-567.9039,-183.7014,581.0912,149.78,-31.6507,676462,2022-08-06,8835,//player.bilibili.com/player.html?isOutside=true&aid=771714803&bvid=BV1Dr4y157uC&cid=795395049&p=1,0.11542499,-0.94513863,999,795395049,【星尘Infinity日文原创曲】教えて恋鏡,【星尘Infinity日文原创曲】教えて恋鏡,864
BV13W4y1m7Xc,1,TYC 8746-2083-1,75,267.15859538,-55.40174551,-0.028147646,-0.567120578,-0.823153667,6.12,6.424,0.304,337.187663,-13.803263,0.895159333,-0.376517155,-0.23858877,87174,18.89,0.42,52.965,172.748,172.661,good,-4.8625,-97.9691,-142.1984,154.6372,-65.0427,-41.2158,285926728,2022-07-31,2750,//player.bilibili.com/player.html?isOutside=true&aid=940880832&bvid=BV13W4y1m7Xc&cid=774861871&p=1,-0.02861762,-0.5671711,925,774861871,【星尘Infinity&Minus】为谁而为（莫米兔生贺）,【星尘Infinity&Minus】为谁而为（莫米兔生贺&莫言CP官宣）,865
BV1kT411j7kN,1,TYC 7906-1557-1,1,278.08887754,-39.70400154,0.108255197,-0.761700623,-0.638821551,5.166,5.26,0.094,354.991557,-13.553118,0.968441246,-0.084871436,-0.234346736,90887,14.23,0.23,70.287,229.246,229.203,good,24.817,-174.6164,-146.447,222.0108,-19.4564,-53.7229,239794323,2022-07-30,70980,//player.bilibili.com/player.html?isOutside=true&aid=471455704&bvid=BV1kT411j7kN&cid=788122049&p=1,0.10788047,-0.76176715,999,788122049,【这竟然不是真人吗-星尘Infinity】God Sees All【cover from Ethyria/NIJISANJI EN】,【这竟然不是真人吗-星尘Infinity】God Sees All【cover from Ethyria/NIJISANJI EN】,866
BV1Kr4y1j7ai,1,TYC 8364-2341-1,1,279.80955716,-47.90976773,0.114201623,-0.66049999,-0.742090124,5.868,6.109,0.241,347.618518,-17.856887,0.929687498,-0.204090081,-0.306640497,91461,9.14,0.39,109.406,356.833,356.845,good,40.751,-235.6885,-264.8025,331.7436,-72.8262,-109.4196,383271597,2022-07-31,1167,//player.bilibili.com/player.html?isOutside=true&aid=771402426&bvid=BV1Kr4y1j7ai&cid=787012332&p=1,0.11383116,-0.660558,999,787012332,【星尘Infinity&长歌】玫瑰少年『HB to 莫米兔』(Synthesizer V & ACE Studio COVER.),【星尘Infinity&长歌】玫瑰少年『HB to 莫米兔』(Synthesizer V & ACE Studio COVER.),867
BV1YG411n7kG,1,TYC 7910-1570-1,20,278.37577028,-42.31250882,0.107716709,-0.731596823,-0.673173974,4.725,5.885,1.16,352.619799,-14.8036,0.958797926,-0.12418922,-0.255506507,90982,5.85,0.27,170.525,556.179,557.532,good,59.9097,-406.8986,-374.405,533.263,-69.0714,-142.1073,35554162,2022-07-19,2580,//player.bilibili.com/player.html?isOutside=true&aid=428614253&bvid=BV1YG411n7kG&cid=778220900&p=1,0.10734153,-0.73166084,999,778220900,【星尘infinity】閃光 闪光的哈撒维 虚拟歌姬也要轮回莫比乌斯,【星尘infinity】閃光 闪光的哈撒维 虚拟歌姬也要轮回莫比乌斯,868
BV1ov4y1T7BK,1,TYC 3918-1829-1,16,281.67953284,52.98795784,0.121863897,-0.589518921,0.798509006,5.867,5.77,-0.097,82.445129,22.03295,0.121873724,0.918921633,0.375139744,92133,2.52,0.24,380.255,1240.227,1294.271,good,151.1389,-731.1375,990.3327,151.1511,1139.6718,465.2586,277698869,2022-07-09,284232,//player.bilibili.com/player.html?isOutside=true&aid=555670887&bvid=BV1ov4y1T7BK&cid=767677834&p=1,0.12149942,-0.589572,999,767677834,虚拟歌姬调校教科书《aLIEz》 瑞安Ryan feat.星尘Infinity,虚拟歌姬调校教科书《aLIEz》 瑞安Ryan feat.星尘Infinity,869
BV1PS4y1n7fA,1,TYC 9124-1805-1,4,337.15696231,-67.48905948,0.352832834,-0.148629227,-0.923806443,5.589,5.804,0.215,321.11071,-44.262116,0.557426285,-0.449614296,-0.697941918,110935,23.19,0.36,43.135,140.686,140.645,good,49.6387,-20.9101,-129.9667,78.4221,-63.2545,-98.1907,6026824,2022-07-03,104878,//player.bilibili.com/player.html?isOutside=true&aid=728002086&bvid=BV1PS4y1n7fA&cid=763032223&p=1,0.3526336,-0.14865774,999,763032223,《崩坏：星穹铁道》星尘角色PV——「引爆在即！」,《崩坏：星穹铁道》星尘角色PV——「引爆在即！」,870
BV1Ta411U7Qu,1,TYC 1023-2454-1,58,276.41166232,8.03200565,0.110575732,-0.98399674,0.139726247,5.763,6.766,1.003,37.212753,9.362289,0.785786893,0.596720443,0.162676588,90313,4.14,0.41,236.207,770.404,787.817,good,85.188,-758.075,107.6457,605.3734,459.7158,125.3267,52699238,2022-07-22,918,//player.bilibili.com/player.html?isOutside=true&aid=258748026&bvid=BV1Ta411U7Qu&cid=780985224&p=1,0.11020386,-0.9840779,999,780985224,【星尘】催眠神曲 白日梦与蝴蝶之梦 中文填词,【星尘】催眠神曲 白日梦与蝴蝶之梦 中文填词,871
BV1qd4y1Q7Mj,1,TYC 5690-1263-1,27,275.91492828,-8.93440847,0.101801352,-0.982607376,-0.155303669,4.77,5.866,1.096,21.815491,2.033612,0.927800674,0.3713848,0.035485765,90135,15.78,1.02,63.592,207.409,206.69,good,21.1145,-203.8016,-32.2114,192.4342,77.0285,7.3601,6554005,2022-07-22,7501,//player.bilibili.com/player.html?isOutside=true&aid=386094939&bvid=BV1qd4y1Q7Mj&cid=775628046&p=1,0.10142124,-0.98268837,999,775628046,【魔女之旅填词】最伟大的作品feat.星尘infinity,【魔女之旅填词】最伟大的作品feat.星尘infinity,872
BV1oe4y1X7h3,1,TYC 7862-1036-1,83,247.92403496,-41.81714208,-0.28010143,-0.690637621,-0.666755476,5.355,5.656,0.301,340.719739,4.347411,0.941198883,-0.329239182,0.075803845,80945,1.2,0.33,575.053,1875.573,2717.97,poor,-525.3508,-1295.3416,-1250.5489,1765.2877,-617.5123,142.1757,20518756,2022-07-19,18065,//player.bilibili.com/player.html?isOutside=true&aid=556051744&bvid=BV1oe4y1X7h3&cid=777627689&p=1,-0.28075153,-0.690698,579,777627689,【50分钟爆肝】冻夏【星尘infinity】【SYNTHESIZER V COVER】,【50分钟爆肝】冻夏【星尘infinity】【SYNTHESIZER V COVER】,873
BV1Pr4y177dT,1,TYC 4290-1302-1,1,345.8870026,67.20921049,0.375675373,-0.094453734,0.921925434,5.371,6.851,1.48,112.746718,6.495852,-0.384175808,0.916302493,0.11313129,113864,7.89,0.22,126.71,413.271,413.379,good,155.2558,-39.035,381.0052,-158.7688,378.6814,46.7539,2008310827,2022-07-19,27917,//player.bilibili.com/player.html?isOutside=true&aid=771065728&bvid=BV1Pr4y177dT&cid=777538051&p=1,0.37549233,-0.094472766,999,777538051,【星尘Infinity】欠费调教+万元制作=？ 星愿Starwish,【星尘Infinity】欠费调教+万元制作=？ 星愿Starwish,874
BV1iF411K7sr,1,TYC 9321-989-1,7,312.32571745,-68.77652228,0.24375511,-0.267641934,-0.932175542,5.534,6.867,1.333,325.769007,-35.700016,0.671411362,-0.456821819,-0.583541438,102773,10.8,0.31,92.615,302.069,301.997,good,73.6309,-80.8464,-281.5816,202.8127,-137.9918,-176.2699,382441421,2022-07-19,276,//player.bilibili.com/player.html?isOutside=true&aid=301108143&bvid=BV1iF411K7sr&cid=777470141&p=1,0.24348116,-0.26767194,999,777470141,【星尘infinity/翻调】啥啊（翻自：星葵）,【星尘infinity/翻调】啥啊（翻自：星葵）,875
BV1tB4y1Y7fU,1,TYC 7910-2314-1,74,277.76228565,-41.91383322,0.100507463,-0.737331607,-0.668012239,6.037,6.197,0.16,352.808618,-14.226852,0.961705082,-0.121344651,-0.245761696,90759,14.74,0.41,67.882,221.401,221.273,good,22.2525,-163.2461,-147.8987,212.9226,-26.8658,-54.4119,88726438,2022-07-18,1816,//player.bilibili.com/player.html?isOutside=true&aid=598595406&bvid=BV1tB4y1Y7fU&cid=777156632&p=1,0.10012853,-0.73739606,999,777156632,【星尘infinity】零和zero-sum,【星尘infinity】零和zero-sum,876
BV1g34y1J7CT,1,TYC 5698-5464-1,61,275.80067429,-12.01475552,0.098854012,-0.973085713,-0.208163589,5.698,5.702,0.004,19.040187,0.690648,0.945221317,0.326207552,0.01205379,90096,5.3,0.37,187.359,611.084,615.389,good,60.4081,-594.6374,-127.2055,577.6099,199.3403,7.3659,39397092,2022-07-15,2530,//player.bilibili.com/player.html?isOutside=true&aid=813448224&bvid=BV1g34y1J7CT&cid=774347962&p=1,0.098474026,-0.9731662,999,774347962,【星尘Infinity(Bright)】冠世一战【SYNTHESIZER V COVER】,【星尘Infinity(Bright)】冠世一战【SYNTHESIZER V COVER】,877
BV12V4y1n7Y3,1,TYC 9326-1340-1,3,322.18719474,-69.50538774,0.276600554,-0.214652413,-0.936705116,5.769,7.366,1.597,323.223469,-38.652959,0.625517503,-0.467547395,-0.624601702,106044,7.92,0.28,126.211,411.645,411.814,good,113.8612,-88.3606,-385.59,257.4911,-192.4635,-257.1142,4456241,2022-07-11,904,//player.bilibili.com/player.html?isOutside=true&aid=855818804&bvid=BV12V4y1n7Y3&cid=770489441&p=1,0.2763461,-0.21468276,999,770489441,【星尘infinity】 蝶々世界 【蝶々P】,【星尘infinity】 蝶々世界 【蝶々P】,878
BV1ur4y1J7U5,1,TYC 8486-1287-1,13,34.9761273,-55.94479772,0.458851881,0.32100671,-0.828498427,5.983,7.863,1.88,280.100998,-57.086929,0.095297629,-0.53494387,-0.839495931,10871,5.29,0.3,188.15,613.664,616.553,good,281.5811,196.9904,-508.42,58.4808,-328.276,-515.1688,363726013,2022-07-16,2306,//player.bilibili.com/player.html?isOutside=true&aid=770945803&bvid=BV1ur4y1J7U5&cid=775036779&p=1,0.45872796,0.32101715,360,775036779,【星尘原创】再回不到的夏后暮雨~星尘又双叒一失恋曲,【星尘原创】再回不到的夏后暮雨~星尘又双叒一失恋曲,879
BV1bZ4y1e7pP,1,TYC 7914-2558-1,20,277.9842566,-43.50738461,0.100742898,-0.718254924,-0.68844806,5.837,7.416,1.579,351.367054,-15.014472,0.954917446,-0.144979389,-0.259063018,90842,2.96,0.35,321.1,1047.289,1101.88,good,105.507,-752.2207,-721.0043,1000.0749,-151.8354,-271.3139,509053123,2022-07-01,4524,//player.bilibili.com/player.html?isOutside=true&aid=385433123&bvid=BV1bZ4y1e7pP&cid=760314006&p=1,0.10036397,-0.7183174,999,760314006,“人类的动摇始于第一次心软”【苍穹&星尘Infinity】明天后相见【记一十四州——《小蘑菇》】,“人类的动摇始于一次心软”【苍穹&星尘Infinity】明天后相见,880
BV1SL4y1w7Rh,1,TYC 1580-2158-1,3,275.92454518,21.76974973,0.09585728,-0.92372139,0.370877574,3.975,5.358,1.383,49.766799,15.599381,0.622108744,0.735301593,0.268909422,90139,27.42,0.4,36.48,118.982,118.948,good,11.4053,-109.9062,44.1277,74.0197,87.4876,31.9954,5774684,2022-07-03,1113,//player.bilibili.com/player.html?isOutside=true&aid=855519835&bvid=BV1SL4y1w7Rh&cid=768396752&p=1,0.095466256,-0.92379546,999,768396752,你曾是少年 / 星尘Infinity (Tea)  Cover (HB to 茶理理),你曾是少年 / 星尘Infinity (Tea)  Cover (HB to 茶理理),881
BV1GB4y1B7g2,1,TYC 9098-1914-1,82,300.46859089,-66.9439675,0.198582821,-0.337549732,-0.920122297,5.467,6.901,1.434,328.945604,-31.668499,0.729118498,-0.439041252,-0.525003804,98624,13.8,0.34,72.493,236.44,236.345,good,46.953,-79.8104,-217.5541,172.3931,-103.8071,-124.1321,108845996,2022-07-01,33792,//player.bilibili.com/player.html?isOutside=true&aid=597942850&bvid=BV1GB4y1B7g2&cid=759450146&p=1,0.19827354,-0.33758813,999,759450146,【星尘Infinity】连名带姓,【星尘Infinity】连名带姓,882
BV1m3411F7d3,1,TYC 2118-2628-1,65,276.49494792,29.82893217,0.098129415,-0.861946538,0.497412086,5.815,5.885,0.07,57.757257,18.203896,0.506805785,0.803464025,0.312399514,90342,8.05,0.34,124.159,404.954,405.163,good,39.7379,-349.0485,201.4289,205.2329,325.3658,126.5074,20264456,2022-07-05,5924,//player.bilibili.com/player.html?isOutside=true&aid=513064372&bvid=BV1m3411F7d3&cid=764840862&p=1,0.097747564,-0.8620187,999,764840862,【星尘Infinity&Ryo】ロキ／ROKI【Synthesizer V Cover】,【星尘Infinity&Ryo】ロキ／ROKI【SYNTHESIZER V COVER】,883
BV1N94y1Q7kS,1,TYC 1757-1964-1,80,29.48215334,23.59606343,0.797725978,0.451003685,0.400286072,4.802,5.114,0.312,142.041199,-36.796097,-0.631371424,0.492550713,-0.598969047,9153,25.32,0.3,39.502,128.837,128.814,good,102.7764,58.1058,51.5716,-81.3438,63.4586,-77.1692,441691453,2022-07-15,8443,//player.bilibili.com/player.html?isOutside=true&aid=343440709&bvid=BV1N94y1Q7kS&cid=773294264&p=1,0.7978414,0.4510274,373,773294264,【星尘】Glimmer【Synthesizer V】,【星尘Infinity】Glimmer【Synthesizer V】,884
BV1RT4y1r7kD,1,TYC 3640-1810-1,15,349.87420128,48.62532236,0.650684931,-0.116206946,0.750403269,5.552,6.724,1.172,107.660131,-11.501157,-0.297278621,0.93373977,-0.199387722,115152,11.4,0.27,87.738,286.163,286.102,good,186.2022,-33.2542,214.7379,-85.0703,267.2021,-57.0575,367321,2022-04-28,27251,//player.bilibili.com/player.html?isOutside=true&aid=938621476&bvid=BV1RT4y1r7kD&cid=585561234&p=1,0.650699,-0.11622769,634,585561234,星尘Infinity / まつり / 祭典 / 自调Cover,3,885
BV1a44y1T7du,1,TYC 7393-1807-1,24,276.255938,-30.75657585,0.093643032,-0.854230352,-0.511391717,5.699,7.013,1.314,2.563731,-8.350851,0.988406979,0.044256344,-0.145234365,90260,5.1,0.37,194.468,634.268,639.522,good,59.3948,-541.8113,-324.3596,626.9153,28.0704,-92.1176,367321,2022-03-20,39924,//player.bilibili.com/player.html?isOutside=true&aid=979877218&bvid=BV1a44y1T7du&cid=553994905&p=1,0.09326422,-0.85430324,999,553994905,星  尘  被  鸽  实  录 【自调Cover】,551844858_nb2-1-112_Mux,886
BV1LU4y1B7Rg,1,TYC 9327-635-1,40,327.69658331,-69.62940163,0.29421697,-0.186020805,-0.937460738,5.667,7.334,1.667,321.796334,-40.233388,0.59990848,-0.472143581,-0.645902666,107835,6.0,0.45,165.688,540.403,543.594,good,158.9957,-100.5262,-506.6064,324.1922,-255.1477,-349.0476,28536033,2022-07-14,9900,//player.bilibili.com/player.html?isOutside=true&aid=685960859&bvid=BV1LU4y1B7Rg&cid=773522956&p=1,0.2939763,-0.1860444,999,773522956,夜空、画布与琴 / 星尘infinity,夜空、画布与琴 / 星尘infinity,887
